"title";"link";"size"
"9780735695672.MOBI";"http://ligman.me/29fPnIe";"12.7MB"
"MICROSOFT_SYSTEM_CENTER_NETWORK_VIRTUALIZATION_AND_CLOUD_COMPUTING_EPUB.EPUB";"http://ligman.me/29hxogT";"4.2MB"
"MICROSOFT_SYSTEM_CENTER_NETWORK_VIRTUALIZATION_AND_CLOUD_COMPUTING_MOBI.MOBI";"http://ligman.me/29deg2k";"6.6MB"
"MICROSOFT_SYSTEM_CENTER_NETWORK_VIRTUALIZATION_AND_CLOUD_COMPUTING_PDF.PDF";"http://ligman.me/29pwCBO";"5.9MB"
"MICROSOFT_SYSTEM_CENTER_INTEGRATED_CLOUD_PLATFORM_EPUB.EPUB";"http://ligman.me/29fPAec";"5.3MB"
"MICROSOFT_SYSTEM_CENTER_INTEGRATED_CLOUD_PLATFORM_MOBI.MOBI";"http://ligman.me/29deQgz";"8.1MB"
"MICROSOFT_SYSTEM_CENTER_INTEGRATED_CLOUD_PLATFORM_PDF.PDF";"http://ligman.me/29afaLE";"2.5MB"
"MICROSOFT_PRESS_EBOOK_SYSTEMCENTERDESIGNINGORCHESTRATORRUNBOOKS_EPUB.EPUB";"http://ligman.me/29pxarl";"24.7MB"
"MICROSOFT_PRESS_EBOOK_SYSTEMCENTERDESIGNINGORCHESTRATORRUNBOOKS_MOBI.MOBI";"http://ligman.me/29ne5V5";"43.5MB"
"MICROSOFT_PRESS_EBOOK_SYSTEMCENTERDESIGNINGORCHESTRATORRUNBOOKS_PDF.PDF";"http://ligman.me/29csBjh";"10.2MB"
"MICROSOFT_PRESS_EBOOK_SYSTEMCENTEROPTIMIZINGSERVICEMANAGER_EPUB.EPUB";"http://ligman.me/29dkZZK";"19.8MB"
"MICROSOFT_PRESS_EBOOK_SYSTEMCENTEROPTIMIZINGSERVICEMANAGER_MOBI.MOBI";"http://ligman.me/29ojrAy";"37MB"
"MICROSOFT_PRESS_EBOOK_SYSTEMCENTEROPTIMIZINGSERVICEMANAGER_PDF.PDF";"http://ligman.me/29jJLdx";"4.6MB"
"SYSTEMCENTERBUILDINGAVIRTUALIZEDNETWORK_EPUB.EPUB";"http://ligman.me/29df2fw";"25.4MB"
"SYSTEMCENTERBUILDINGAVIRTUALIZEDNETWORK_MOBI.MOBI";"http://ligman.me/29cu6sX";"45.4MB"
"SYSTEMCENTERBUILDINGAVIRTUALIZEDNETWORK_PDF.PDF";"http://ligman.me/29dlaE5";"6.7MB"
"MICROSOFT_PRESS_EBOOK_SYSTEMCENTERCLOUDMGMTWITHAPPCONTROLLER_EPUB.EPUB";"http://ligman.me/29FZx0B";"24.5MB"
"MICROSOFT_PRESS_EBOOK_SYSTEMCENTERCLOUDMGMTWITHAPPCONTROLLER_MOBI.MOBI";"http://ligman.me/29idnpO";"42.9MB"
"MICROSOFT_PRESS_EBOOK_SYSTEMCENTERCLOUDMGMTWITHAPPCONTROLLER_PDF.PDF";"http://ligman.me/29dlH9d";"16.3MB"
"MICROSOFT_PRESS_EBOOK_INTRODUCING_SYSTEM_CENTER_2012_EPUB.EPUB";"http://ligman.me/29cs157";"24.4MB"
"MICROSOFT_PRESS_EBOOK_INTRODUCING_SYSTEM_CENTER_2012_MOBI.MOBI";"http://ligman.me/29dkq1V";"43.2MB"
"MICROSOFT_PRESS_EBOOK_INTRODUCING_SYSTEM_CENTER_2012_PDF.PDF";"http://ligman.me/29aelm3";"13.9MB"
"<unavailable>";"http://ligman.me/29ycEnb";"<null>"
"<unavailable>";"http://ligman.me/29w5gr9";"<null>"
"<unavailable>";"http://ligman.me/29pfQ50";"<null>"
"<unavailable>";"http://ligman.me/1sgMWDe";"<null>"
"MicrosoftDynamicsCRMOnline_SMB_FAQ.pdf";"http://ligman.me/29w68w8";"0.5MB"
"Setup Guide Server-side synchronization for CRM Online and Exchange Server.pdf";"http://ligman.me/29viFmi";"0.8MB"
"Scalable Security Modeling with Microsoft Dynamics CRM 2015.pdf";"http://ligman.me/29zYWzl";"2.7MB"
"ScalableDynamicsCRMCustomizations.docx";"http://ligman.me/29H2bo1";"2.2MB"
"ModernBiz_for_DynamicsERP_MobileProductivity_eBook_ToCustomer.pdf";"http://ligman.me/29AT60J";"5.1MB"
"ModernBiz_for_DynamicsERP_InsightsintheCloud_eBook_ToCustomer.pdf";"http://ligman.me/29xtlNa";"2.3MB"
"<unavailable>";"http://ligman.me/29xtHDs";"<null>"
"<unavailable>";"http://ligman.me/29GpFsY";"<null>"
"MICROSOFT_PRESS_EBOOK_INTRO_SQL SERVER_2016_PREVIEW_ED_PDF.PDF";"http://ligman.me/29ddd2b";"4.5MB"
"MICROSOFT_PRESS_EBOOK_INTRO_SQL_SERVER_2016_PREVIEW_ED_EPUB.EPUB";"http://ligman.me/29fJpEc";"4.8MB"
"MICROSOFT_PRESS_EBOOK_INTRO_SQL_SERVER_2016_PREVIEW_ED_MOBI.MOBI";"http://ligman.me/29cs7Fg";"11.3MB"
"MICROSOFT_PRESS_EBOOK_INTRODUCING_MICROSOFT_SQL_SERVER_2014_EPUB.EPUB";"http://ligman.me/29fJA2g";"8.2MB"
"MICROSOFT_PRESS_EBOOK_INTRODUCING_MICROSOFT_SQL_SERVER_2014_PDF.PDF";"http://ligman.me/29cqzzq";"8.1MB"
"MICROSOFT_PRESS_EBOOK_INTRODUCING_MICROSOFT_SQL_SERVER_2012_EPUB.EPUB";"http://ligman.me/29ddbYb";"19.4MB"
"MICROSOFT_PRESS_EBOOK_INTRODUCING_MICROSOFT_SQL_SERVER_2012_MOBI.MOBI";"http://ligman.me/29rLlZV";"8MB"
"MICROSOFT_PRESS_EBOOK_INTRODUCING_MICROSOFT_SQL_SERVER_2012_PDF.PDF";"http://ligman.me/29ialCf";"10.8MB"
"MICROSOFT_PRESS_EBOOK_INTRODUCING_MICROSOFT_SQL_SERVER_2008_R2_EPUB.EPUB";"http://ligman.me/29pvj5I";"10.5MB"
"MICROSOFT_PRESS_EBOOK_INTRODUCING_MICROSOFT_SQL_SERVER_2008_R2_MOBI.MOBI";"http://ligman.me/29hwj8y";"5.9MB"
"693883EBOOK.PDF";"http://ligman.me/29dj7zY";"7.7MB"
"Troubleshooting SQL Server AlwaysOn.pdf";"http://ligman.me/1sl39Hs";"0.9MB"
"5TSSSISU_SQL_Server_2012.pdf";"http://ligman.me/1anyEJj";"0.6MB"
"5TSSSISU_SQL_Server_2012.epub";"http://ligman.me/17icbPc";"1.2MB"
"5TSSSISU_SQL_Server_2012.mobi";"http://ligman.me/ZZezok";"2.3MB"
"AHG_Microsoft_StreamInsight_Queries.pdf";"http://ligman.me/12S035G";"2.8MB"
"AHG_Microsoft_StreamInsight_Queries.epub";"http://ligman.me/12RZWY1";"5.1MB"
"AHG_Microsoft_StreamInsight_Queries.mobi";"http://ligman.me/13PlvVY";"8.6MB"
"Data Mining Extensions - DMX - Reference.pdf";"http://ligman.me/12FMEMP";"1.4MB"
"Data Mining Extensions - DMX - Reference.epub";"http://ligman.me/128a1ID";"8.3MB"
"Data Mining Extensions - DMX - Reference.mobi";"http://ligman.me/19LCgpM";"14.3MB"
"Data Quality Services.pdf";"http://ligman.me/13Pn1XY";"1.9MB"
"Data Quality Services.epub";"http://ligman.me/13WChkr";"4.7MB"
"Data Quality Services.mobi";"http://ligman.me/12FN71F";"8.6MB"
"High Availability Solutions.pdf";"http://ligman.me/ZZh7Ts";"8.4MB"
"High Availability Solutions.epub";"http://ligman.me/14HcD5O";"15.9MB"
"High Availability Solutions.mobi";"http://ligman.me/17UHSNJ";"28.3MB"
"Master Data Services.pdf";"http://ligman.me/19LEPIz";"2.3MB"
"Master Data Services.epub";"http://ligman.me/11VIxdB";"13.7MB"
"Master Data Services.mobi";"http://ligman.me/12FObmf";"24.5MB"
"Monitor and Tune for Performance.pdf";"http://ligman.me/11HXnjD";"0.7MB"
"Monitor and Tune for Performance.epub";"http://ligman.me/14fCxLS";"1.6MB"
"Monitor and Tune for Performance.mobi";"http://ligman.me/16CkUI4";"3.1MB"
"Multidimensional Expressions - MDX - Reference.pdf";"http://ligman.me/17VqB79";"2.2MB"
"Multidimensional Expressions - MDX - Reference.epub";"http://ligman.me/13XRfqr";"20MB"
"Multidimensional Expressions - MDX - Reference.mobi";"http://ligman.me/19fCnqV";"33.3MB"
"SQL Server Distributed Replay.pdf";"http://ligman.me/11WvSqL";"1.1MB"
"SQL Server Distributed Replay.epub";"http://ligman.me/1002Upx";"3MB"
"SQL Server Distributed Replay.mobi";"http://ligman.me/14HMJ1Q";"5.5MB"
"Transact-SQL Data Definition Language - DDL- Reference.pdf";"http://ligman.me/10ttQ3n";"4.9MB"
"Transact-SQL Data Definition Language - DDL- Reference.epub";"http://ligman.me/15fRBI9";"29.5MB"
"Transact-SQL Data Definition Language - DDL- Reference.mobi";"http://ligman.me/19fDuqE";"50.4MB"
"XQuery Language Reference.pdf";"http://ligman.me/11IMDlh";"2.1MB"
"XQuery Language Reference.epub";"http://ligman.me/10tu5eD";"14.4MB"
"XQuery Language Reference.mobi";"http://ligman.me/128NAD6";"23.9MB"
"ELSD_SQL_Server_Integration_Services.pdf";"http://ligman.me/1bRgXzV";"1.3MB"
"ELSD_SQL_Server_Integration_Services.epub";"http://ligman.me/14givRo";"2.8MB"
"ELSD_SQL_Server_Integration_Services.mobi";"http://ligman.me/18VNatF";"4.8MB"
"Integration Services - Extending Packages with Scripting.pdf";"http://ligman.me/128Ogso";"1.2MB"
"Integration Services - Extending Packages with Scripting.epub";"http://ligman.me/13Qbl7k";"7.9MB"
"Integration Services - Extending Packages with Scripting.mobi";"http://ligman.me/10tuWvL";"13.7MB"
"Multidimensional_Model_Programming.pdf";"http://ligman.me/16dFAWc";"4.6MB"
"Multidimensional_Model_Programming.epub";"http://ligman.me/11lkViX";"31.2MB"
"Multidimensional_Model_Programming.mobi";"http://ligman.me/1bRhVMn";"59.4MB"
"OB_Loading_Data_Oracle.pdf";"http://ligman.me/14HOjki";"1MB"
"OB_Loading_Data_Oracle.epub";"http://ligman.me/1bRiXbc";"1.7MB"
"OB_Loading_Data_Oracle.mobi";"http://ligman.me/13QcfRi";"3.1MB"
"PDRMSQLSR_Services_SharePoint_Integrated_Mode.pdf";"http://ligman.me/16E4lf4";"1.7MB"
"PDRMSQLSR_Services_SharePoint_Integrated_Mode.epub";"http://ligman.me/1005lbB";"2.4MB"
"PDRMSQLSR_Services_SharePoint_Integrated_Mode.mobi";"http://ligman.me/14HOxb2";"4.1MB"
"SQL Server 2012 Tutorials - Reporting Services.pdf";"http://ligman.me/16E6G9L";"0.8MB"
"SQL Server 2012 Tutorials - Reporting Services.epub";"http://ligman.me/14gkBRc";"2MB"
"SQL Server 2012 Tutorials - Reporting Services.mobi";"http://ligman.me/1006fEV";"3.7MB"
"SQL Server 2012 Tutorials - Writing Transact-SQL Statements.pdf";"http://ligman.me/16dHXZ9";"0.4MB"
"SQL Server 2012 Tutorials - Writing Transact-SQL Statements.epub";"http://ligman.me/13QdHDb";"1.4MB"
"SQL Server 2012 Tutorials - Writing Transact-SQL Statements.mobi";"http://ligman.me/11IQ8bd";"2.7MB"
"SQL_Server_Community_FAQs_Manual.pdf";"http://ligman.me/17jgPfG";"5.8MB"
"SQL_Server_Community_FAQs_Manual.epub";"http://ligman.me/15fXTHQ";"8.3MB"
"SQL_Server_Community_FAQs_Manual.mobi";"http://ligman.me/11vx5Cy";"13.2MB"
"SQL Server 2012 Tutorials - Analysis Services Tabular Modeling.pdf";"http://ligman.me/N1JiHO";"0.7MB"
"SQL Server 2012 Tutorials - Analysis Services Tabular Modeling.epub";"http://ligman.me/OudHlO";"2.2MB"
"SQL Server 2012 Tutorials - Analysis Services Tabular Modeling.mobi";"http://ligman.me/OudJdr";"4.3MB"
"Microsoft SQL Server AlwaysOn Solutions Guide for High Availability and Disaster Recovery.pdf";"http://ligman.me/N1I2o4";"1.2MB"
"Microsoft SQL Server AlwaysOn Solutions Guide for High Availability and Disaster Recovery.epub";"http://ligman.me/Oue0NG";"0.7MB"
"Microsoft SQL Server AlwaysOn Solutions Guide for High Availability and Disaster Recovery.mobi";"http://ligman.me/Oue2oE";"1MB"
"SQL Server 2012 Transact-SQL DML Reference.pdf";"http://ligman.me/N1HQW0";"1.5MB"
"SQL Server 2012 Transact-SQL DML Reference.epub";"http://ligman.me/Ouebsh";"13.1MB"
"SQL Server 2012 Transact-SQL DML Reference.mobi";"http://ligman.me/OuecfK";"10.3MB"
"QuickStart - Learn DAX Basics in 30 Minutes.pdf";"http://ligman.me/N1Ienp";"1MB"
"QuickStart - Learn DAX Basics in 30 Minutes.epub";"http://ligman.me/OuelQu";"0.4MB"
"QuickStart - Learn DAX Basics in 30 Minutes.mobi";"http://ligman.me/OueoMd";"0.7MB"
"SQL Server 2012 Tutorials - Analysis Services Data Mining.pdf";"http://ligman.me/N1J8A8";"1.3MB"
"SQL Server 2012 Tutorials - Analysis Services Data Mining.epub";"http://ligman.me/OueFPb";"6.1MB"
"SQL Server 2012 Tutorials - Analysis Services Data Mining.mobi";"http://ligman.me/OueIKU";"10.4MB"
"Microsoft SQL Server Analysis Services Multidimensional Performance and Operations Guide.pdf";"http://ligman.me/N1I935";"5.9MB"
"Microsoft SQL Server Analysis Services Multidimensional Performance and Operations Guide.epub";"http://ligman.me/OueUd4";"13.2MB"
"Microsoft SQL Server Analysis Services Multidimensional Performance and Operations Guide.mobi";"http://ligman.me/OueVxy";"18.6MB"
"Data Analysis Expressions - DAX - Reference.pdf";"http://ligman.me/N1HMW7";"2.3MB"
"Data Analysis Expressions - DAX - Reference.epub";"http://ligman.me/Ouf6sO";"14.6MB"
"Data Analysis Expressions - DAX - Reference.mobi";"http://ligman.me/Ouf9og";"25.9MB"
"SQL_Server_2012_Upgrade_Technical_Reference_Guide_White_Paper.pdf";"http://ligman.me/N1Jo27";"8.9MB"
"SQL Server 2012 Upgrade Technical Guide.epub";"http://ligman.me/OufgQN";"21.9MB"
"SQL Server 2012 Upgrade Technical Guide.mobi";"http://ligman.me/OufkQs";"37.9MB"
"Backup and Restore of SQL Server Databases.pdf";"http://ligman.me/N1HEpM";"2.9MB"
"Backup and Restore of SQL Server Databases.epub";"http://ligman.me/Oufwzg";"6.8MB"
"Backup and Restore of SQL Server Databases.mobi";"http://ligman.me/OufCXN";"12.1MB"
"SQL Server 2012 Tutorials - Analysis Services Multidimensional Modeling.pdf";"http://ligman.me/N1JfvI";"1.9MB"
"SQL Server 2012 Tutorials - Analysis Services Multidimensional Modeling.epub";"http://ligman.me/OufRSs";"5.7MB"
"SQL Server 2012 Tutorials - Analysis Services Multidimensional Modeling.mobi";"http://ligman.me/OufVlq";"10.1MB"
"Master Data Services Capacity Guidelines.pdf";"http://ligman.me/N1HX3Q";"1.4MB"
"Master Data Services Capacity Guidelines.epub";"http://ligman.me/Oug5Jl";"0.2MB"
"Master Data Services Capacity Guidelines.mobi";"http://ligman.me/Oug74a";"0.1MB"
"SQL_Server_2014_Product_Guide.zip";"http://ligman.me/1H1Exty";"29.7MB"
"SQL_Server_2014_Licensing_Guide.pdf";"http://ligman.me/1S1f34H";"1.3MB"
"<unavailable>";"http://ligman.me/1HGqihD";"<null>"
"SQL_Server_2014_Virtualization_Licensing_Guide.pdf";"http://ligman.me/1G2ccS5";"0.3MB"
"SQL Server 2014 Database Backup Encryption.docx";"http://ligman.me/1ffeiJo";"5MB"
"<unavailable>";"http://ligman.me/1NKjUqp";"<null>"
"Determining_SQL_Server_2014_Core_License_Requirements_at_SA_Renewal.pdf";"http://ligman.me/1KEShAt";"0.3MB"
"SQL_Server_Mission_Critical_Performance_TDM_White_Paper.pdf";"http://ligman.me/1S1i4C0";"2.7MB"
"Migrating-Oracle-to-SQL-Server-2014-and-Azure-SQL-DB.pdf";"http://ligman.me/1ReR3Qq";"1.4MB"
"SQL_Server_to_SQL_Server_PDW_Migration_Guide.pdf";"http://ligman.me/1dGxnSW";"1.5MB"
"MigratingContentBetweenReportServers.docx";"http://ligman.me/1IZCarE";"0.4MB"
"Best_Practices_for_Virtualizing_and_Managing_SQL_Server_2012.pdf";"http://ligman.me/1H2Bq3J";"4.7MB"
"Windows_Server_2012_R2_Server_Virtualization_White_Paper.pdf";"http://ligman.me/1Rf7BaZ";"5.2MB"
"Competitive-Advantages-of-Windows-Server-Hyper-V-over-VMware-vSphere.pdf";"http://ligman.me/1LRIveQ";"2.3MB"
"Migrating-MySQL-to-SQL-Server-2014-and-Azure-SQL-DB.pdf";"http://ligman.me/1dGxEW7";"1MB"
"PowerShell_Examples_v4.pdf";"http://ligman.me/1omCrM6";"0.3MB"
"Quick_Reference_SM_WS12R2.pdf";"http://ligman.me/1j5aDhH";"0.4MB"
"PowerShell_ISE_v4.pdf";"http://ligman.me/1n3mkVY";"0.3MB"
"PowerShell_LangRef_v4.pdf";"http://ligman.me/1n3mAUZ";"0.3MB"
"Quick_Reference_DSC_WS12R2.pdf";"http://ligman.me/1vKOGot";"0.3MB"
"Quick_Reference_WMI_ITPro_WS12R2.pdf";"http://ligman.me/1H7bxTv";"0.3MB"
"Quick_Reference_WMI_Devs_WS12R2.pdf";"http://ligman.me/1G0DEjb";"0.3MB"
"engineering_for_accessibility_eBook.pdf";"http://ligman.me/29pbiLY";"2.3MB"
"MICROSOFT_PRESS_EBOOK_MANAGING_AGILE_SOFTWARE_PROJECTS_PDF.PDF";"http://ligman.me/29dlTVV";"11.6MB"
"9781509300648.EPUB";"http://ligman.me/29rOYz9";"13.8MB"
"9781509300648.MOBI";"http://ligman.me/29ie2rq";"31.1MB"
"MICROSOFT_PRESS_EBOOK_ENTERPRISE_CLOUD_STRATEGY_PDF.PDF";"http://ligman.me/29fQN5c";"9.2MB"
"MICROSOFT_PRESS_EBOOK_ENTERPRISE_CLOUD_STRATEGY_EPUB.EPUB";"http://ligman.me/29idEct";"6.4MB"
"MICROSOFT_PRESS_EBOOK_ENTERPRISE_CLOUD_STRATEGY_MOBI.MOBI";"http://ligman.me/29nevuE";"15.7MB"
"MICROSOFT_PRESS_EBOOK_PROGRAMMING_WINDOWS_8_APPS_WITH_HTML_CSS_AND_JAVASCRIPT_EPUB.EPUB";"http://ligman.me/29olaWI";"37.3MB"
"MICROSOFT_PRESS_EBOOK_PROGRAMMING_WINDOWS_8_APPS_WITH_HTML_CSS_AND_JAVASCRIPT_MOBI.MOBI";"http://ligman.me/29pz4Im";"69.5MB"
"MICROSOFT_PRESS_EBOOK_PROGRAMMING_WINDOWS_8_APPS_WITH_HTML_CSS_AND_JAVASCRIPT_PDF.PDF";"http://ligman.me/29fQRlQ";"18MB"
"MICROSOFT_PRESS_EBOOK_CREATINGMOBILEAPPSWITHXAMARINFORMS_PDF.PDF";"http://ligman.me/29hzPzU";"56MB"
"MICROSOFT_PRESS_EBOOK_CREATINGMOBILEAPPSWITHXAMARINFORMS_EPUB.EPUB";"http://ligman.me/29rON6X";"150.7MB"
"MICROSOFT_PRESS_EBOOK_CREATINGMOBILEAPPSWITHXAMARINFORMS_MOBI.MOBI";"http://ligman.me/29cumbH";"325.3MB"
"MICROSOFT_PRESS_EBOOK_PROGRAMMING_WINDOWS_8_APPS_HTML_CSS_JAVASCRIPT_2E_PDF.PDF";"http://ligman.me/29cv1JW";"30.2MB"
"MICROSOFT_PRESS_EBOOK_PROGRAMMING_WINDOWS_8_APPS_HTML_CSS_JAVASCRIPT_2E_EPUB.EPUB";"http://ligman.me/29dmh6L";"71.3MB"
"MICROSOFT_PRESS_EBOOK_PROGRAMMING_WINDOWS_8_APPS_HTML_CSS_JAVASCRIPT_2E_MOBI.MOBI";"http://ligman.me/29dfUkt";"113.8MB"
"Windows_SA_per_User_at_a_Glance.pdf";"http://ligman.me/1giniO7";"0.5MB"
"Microsoft_Volume_Licensing_Reference_Guide.pdf";"http://ligman.me/29H7K5O";"2.1MB"
"MicrosoftServerVirtualization_LicenseMobility_VLBrief.pdf";"http://ligman.me/1qbEeVc";"0.4MB"
"multiplexing.pdf";"http://ligman.me/1ewwcq6";"0.3MB"
"PerCoreLicensing_Definitions_VLBrief.pdf";"http://ligman.me/1H1MFKr";"0.5MB"
"Downgrade_Rights.pdf";"http://ligman.me/1pxniH4";"0.2MB"
"Quick_Start_Guide_Giving_student_access_to_e-Learning.pdf";"http://ligman.me/1dG2ZZ9";"1.9MB"
"<unavailable>";"http://ligman.me/29v9igV";"<null>"
"surface-pro-4-user-guide-EN.pdf";"http://ligman.me/29hofVk";"1.2MB"
"693821EBOOK.PDF";"http://ligman.me/29idcee";"10.6MB"
"693821EBOOK.XPS";"http://ligman.me/29rOvx0";"22.7MB"
"MICROSOFT_PRESS_EBOOK_MOVING_TO_VISUAL_STUDIO_2010_MOBI.MOBI";"http://ligman.me/29ctkki";"15.3MB"
"MOVING TO MICROSOFT VISUAL STUDIO 2010 EBOOK.PDF";"http://ligman.me/29okalt";"18.2MB"
"surface-book-user-guide-EN.pdf";"http://ligman.me/29i2CEe";"1.4MB"
"693616EBOOK.PDF";"http://ligman.me/29FT71n";"2.5MB"
"Exchange 2013 Platform Options.pdf";"http://ligman.me/29NBSj1";"0.6MB"
"Best_Practices_for_Virtualizing_and_Managing_Exchange_2013.pdf";"http://ligman.me/29H3O3o";"4MB"
"Step by Step Guide for Exchange Server 2016.pdf";"http://ligman.me/29OHLKa";"2.8MB"
"Administrating Skype for Business Server 2015 Step by Step for Anyone_REV_02.pdf";"http://ligman.me/29uHKKV";"4.1MB"
